pais,ano_iso,semana_iso,data,pct_ili
Brasil,2020,17,2020-04-26,2.6
Brasil,2020,18,2020-05-03,2.9
Brasil,2020,19,2020-05-10,3.2
Brasil,2020,20,2020-05-17,3.1
Brasil,2020,21,2020-05-24,3.4
Brasil,2020,22,2020-05-31,3.4
Brasil,2020,23,2020-06-07,3.3
Brasil,2020,24,2020-06-14,3.4
Brasil,2020,25,2020-06-21,3.3
Brasil,2020,26,2020-06-28,3.0
Brasil,2020,27,2020-07-05,3.0
Brasil,2020,28,2020-07-12,2.5
Brasil,2020,29,2020-07-19,2.4
Brasil,2020,30,2020-07-26,2.2
Brasil,2020,31,2020-08-02,1.8
Brasil,2020,32,2020-08-09,1.6
Brasil,2020,33,2020-08-16,1.2
Brasil,2020,34,2020-08-23,1.2
Brasil,2020,35,2020-08-30,0.9
Brasil,2020,36,2020-09-06,0.8
Brasil,2020,37,2020-09-13,1.0
Brasil,2020,38,2020-09-20,0.8
Brasil,2020,39,2020-09-27,0.8
